frame.len,ip.ttl,tcp.srcport,tcp.dstport,frame.time_delta_displayed
66,102.0,443.0,54698.0,0.00428
66,102.0,443.0,54698.0,1.1e-05
60,42.0,65162.0,59795.0,0.00616
60,42.0,65162.0,59795.0,1.2e-05
98,64.0,52813.0,443.0,0.003736
98,64.0,52813.0,443.0,1.1e-05
60,41.0,65162.0,17245.0,0.013453
60,41.0,65162.0,17245.0,1.1e-05
60,54.0,65164.0,43423.0,0.011783
60,54.0,65164.0,43423.0,1.5e-05
98,64.0,52813.0,443.0,0.011904
98,64.0,52813.0,443.0,1.3e-05
60,54.0,65164.0,30887.0,0.008568
60,54.0,65164.0,30887.0,1.2e-05
98,64.0,52813.0,443.0,0.011913
98,64.0,52813.0,443.0,1e-05
60,38.0,65164.0,16294.0,0.005501
60,38.0,65164.0,16294.0,1.3e-05
98,64.0,52813.0,443.0,0.010688
98,64.0,52813.0,443.0,1.2e-05
60,48.0,65164.0,54946.0,0.00255
60,48.0,65164.0,54946.0,1.1e-05
60,49.0,65164.0,20866.0,0.013721
60,49.0,65164.0,20866.0,1.2e-05
509,255.0,52813.0,443.0,0.000971
98,64.0,52813.0,443.0,0.007958
98,64.0,52813.0,443.0,1.2e-05
60,52.0,65164.0,43471.0,0.000712
60,52.0,65164.0,43471.0,9e-06
60,50.0,65164.0,30744.0,0.006254
60,50.0,65164.0,30744.0,1.1e-05
60,52.0,65164.0,17245.0,0.007787
60,52.0,65164.0,17245.0,1.2e-05
98,64.0,52813.0,443.0,0.006325
98,64.0,52813.0,443.0,1.2e-05
60,56.0,65164.0,59795.0,0.012332
60,56.0,65164.0,59795.0,1.1e-05
98,64.0,52813.0,443.0,0.008618
98,64.0,52813.0,443.0,1.1e-05
60,48.0,65164.0,1310.0,0.001095
60,48.0,65164.0,1310.0,1e-05
60,59.0,65162.0,23229.0,0.014129
60,59.0,65162.0,23229.0,1.2e-05
98,64.0,52813.0,443.0,0.007125
98,64.0,52813.0,443.0,1.2e-05
60,49.0,65162.0,15025.0,0.008631
60,49.0,65162.0,15025.0,1.1e-05
60,46.0,65162.0,37697.0,0.010014
60,46.0,65162.0,37697.0,1.3e-05
98,64.0,52813.0,443.0,0.009263
98,64.0,52813.0,443.0,1.1e-05
60,49.0,65162.0,49035.0,0.002332
60,49.0,65162.0,49035.0,2.4e-05
98,64.0,52813.0,443.0,0.017424
98,64.0,52813.0,443.0,1.2e-05
60,39.0,65162.0,45758.0,0.003169
60,39.0,65162.0,45758.0,1.2e-05
60,42.0,65162.0,62669.0,0.010098
60,42.0,65162.0,62669.0,1.1e-05
98,64.0,52813.0,443.0,0.004916
98,64.0,52813.0,443.0,1e-05
60,49.0,65162.0,47772.0,0.011503
60,49.0,65162.0,47772.0,1.3e-05
98,64.0,52813.0,443.0,0.006184
98,64.0,52813.0,443.0,1.2e-05
60,41.0,65162.0,42685.0,0.003045
60,41.0,65162.0,42685.0,1e-05
98,64.0,52813.0,443.0,0.015155
98,64.0,52813.0,443.0,1.1e-05
60,51.0,65162.0,13381.0,0.000504
60,51.0,65162.0,13381.0,7e-06
60,46.0,65162.0,14265.0,0.009177
60,46.0,65162.0,14265.0,1.1e-05
98,64.0,52813.0,443.0,0.005311
98,64.0,52813.0,443.0,1.2e-05
99,106.0,52813.0,443.0,0.001594
99,106.0,52813.0,443.0,1.4e-05
184,106.0,52813.0,443.0,0.001961
60,39.0,65164.0,14265.0,0.008671
60,39.0,65164.0,14265.0,1.1e-05
98,64.0,52813.0,443.0,0.008532
98,64.0,52813.0,443.0,1.4e-05
60,38.0,65164.0,13381.0,0.003276
60,38.0,65164.0,13381.0,1.3e-05
98,64.0,52813.0,443.0,0.020145
98,64.0,52813.0,443.0,1.3e-05
60,44.0,65164.0,42685.0,0.002943
60,44.0,65164.0,42685.0,1.3e-05
60,37.0,65164.0,47772.0,0.011796
60,37.0,65164.0,47772.0,1.2e-05
98,64.0,52813.0,443.0,0.007048
98,64.0,52813.0,443.0,1.1e-05
60,51.0,65164.0,62669.0,0.010225
60,51.0,65164.0,62669.0,1.2e-05
98,64.0,52813.0,443.0,0.008126
98,64.0,52813.0,443.0,1.2e-05
60,54.0,65164.0,45758.0,0.01852
60,54.0,65164.0,45758.0,1.6e-05
98,64.0,52813.0,443.0,0.005652
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.00619
98,64.0,52813.0,443.0,1.3e-05
98,64.0,52813.0,443.0,0.018897
98,64.0,52813.0,443.0,1.1e-05
60,49.0,65164.0,49035.0,0.01293
60,49.0,65164.0,49035.0,1.2e-05
98,64.0,52813.0,443.0,0.010249
98,64.0,52813.0,443.0,1.2e-05
60,47.0,65164.0,37697.0,0.000862
60,47.0,65164.0,37697.0,9e-06
60,42.0,65164.0,15025.0,0.010671
60,42.0,65164.0,15025.0,1.2e-05
98,64.0,52813.0,443.0,0.014136
98,64.0,52813.0,443.0,1.5e-05
98,64.0,52813.0,443.0,0.018523
98,64.0,52813.0,443.0,1.1e-05
60,45.0,65164.0,23229.0,0.014995
60,45.0,65164.0,23229.0,1.1e-05
98,64.0,52813.0,443.0,0.011045
98,64.0,52813.0,443.0,1.1e-05
60,45.0,65162.0,32352.0,0.001553
60,45.0,65162.0,32352.0,1.1e-05
60,59.0,65162.0,33915.0,0.010831
60,59.0,65162.0,33915.0,1.1e-05
98,64.0,52813.0,443.0,0.006851
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.017194
98,64.0,52813.0,443.0,1.2e-05
60,51.0,65162.0,12214.0,0.011622
60,51.0,65162.0,12214.0,2.8e-05
98,64.0,52813.0,443.0,0.010196
98,64.0,52813.0,443.0,1.1e-05
60,51.0,65162.0,49158.0,0.013651
60,51.0,65162.0,49158.0,1.1e-05
98,64.0,52813.0,443.0,0.008232
98,64.0,52813.0,443.0,1.1e-05
60,57.0,65162.0,28754.0,0.004866
60,57.0,65162.0,28754.0,1.2e-05
98,64.0,52813.0,443.0,0.01145
98,64.0,52813.0,443.0,1.3e-05
98,64.0,52813.0,443.0,0.016087
98,64.0,52813.0,443.0,1.2e-05
60,51.0,65162.0,39441.0,0.000449
60,51.0,65162.0,39441.0,6e-06
98,64.0,52813.0,443.0,0.028163
98,64.0,52813.0,443.0,1.1e-05
60,39.0,65162.0,16624.0,0.002886
60,39.0,65162.0,16624.0,1.1e-05
60,56.0,65162.0,15883.0,0.013601
60,56.0,65162.0,15883.0,1.1e-05
98,64.0,52813.0,443.0,0.008859
98,64.0,52813.0,443.0,1.1e-05
60,56.0,65162.0,26911.0,0.001831
60,56.0,65162.0,26911.0,1e-05
98,64.0,52813.0,443.0,0.017851
98,64.0,52813.0,443.0,1e-05
98,64.0,52813.0,443.0,0.01925
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.017569
98,64.0,52813.0,443.0,1.1e-05
60,42.0,65162.0,28974.0,0.000738
60,42.0,65162.0,28974.0,8e-06
98,64.0,52813.0,443.0,0.017585
98,64.0,52813.0,443.0,1.3e-05
60,56.0,65164.0,28974.0,0.014236
60,56.0,65164.0,28974.0,1.2e-05
98,64.0,52813.0,443.0,0.00784
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.034255
98,64.0,52813.0,443.0,1.2e-05
60,47.0,65164.0,26911.0,0.0044
60,47.0,65164.0,26911.0,1.3e-05
98,64.0,52813.0,443.0,0.018526
98,64.0,52813.0,443.0,7.5e-05
60,43.0,65164.0,15883.0,0.0124
60,43.0,65164.0,15883.0,1.2e-05
98,64.0,52813.0,443.0,0.016171
98,64.0,52813.0,443.0,1.3e-05
98,64.0,52813.0,443.0,0.018021
98,64.0,52813.0,443.0,1.2e-05
60,38.0,65164.0,16624.0,0.005598
60,38.0,65164.0,16624.0,1.1e-05
60,55.0,65164.0,39441.0,0.012571
60,55.0,65164.0,39441.0,1.4e-05
98,64.0,52813.0,443.0,0.000849
98,64.0,52813.0,443.0,1e-05
60,37.0,65164.0,28754.0,0.007186
60,37.0,65164.0,28754.0,1.2e-05
60,55.0,65164.0,49158.0,0.013015
60,55.0,65164.0,49158.0,1.1e-05
98,64.0,52813.0,443.0,0.010261
98,64.0,52813.0,443.0,1.1e-05
60,42.0,65164.0,12214.0,0.020519
60,42.0,65164.0,12214.0,1.4e-05
98,64.0,52813.0,443.0,0.0068
98,64.0,52813.0,443.0,1.2e-05
60,49.0,65164.0,33915.0,0.00561
60,49.0,65164.0,33915.0,1.2e-05
98,64.0,52813.0,443.0,0.015637
98,64.0,52813.0,443.0,1.3e-05
60,59.0,65164.0,32352.0,0.005327
60,59.0,65164.0,32352.0,1.1e-05
87,64.0,52813.0,443.0,0.007368
87,64.0,52813.0,443.0,1.2e-05
60,62.0,443.0,54697.0,0.005226
54,128.0,54697.0,443.0,6.9e-05
54,128.0,54697.0,443.0,9e-06
60,47.0,65162.0,15204.0,0.02937
60,47.0,65162.0,15204.0,1.3e-05
60,61.0,443.0,54697.0,0.00026
60,61.0,443.0,54697.0,8e-06
54,128.0,54697.0,443.0,4.3e-05
54,128.0,54697.0,443.0,9e-06
60,127.0,54697.0,443.0,0.000323
60,127.0,54697.0,443.0,6e-06
98,64.0,52813.0,443.0,7.2e-05
98,64.0,52813.0,443.0,6e-06
98,64.0,52813.0,443.0,0.00045
98,64.0,52813.0,443.0,7e-06
60,127.0,54697.0,443.0,0.003362
60,127.0,54697.0,443.0,1.1e-05
60,55.0,65162.0,49310.0,0.006566
60,55.0,65162.0,49310.0,1.2e-05
98,64.0,52813.0,443.0,0.005663
98,64.0,52813.0,443.0,1.1e-05
60,42.0,65162.0,18236.0,0.005201
60,42.0,65162.0,18236.0,2.2e-05
60,43.0,65162.0,65470.0,0.01502
60,43.0,65162.0,65470.0,1.1e-05
98,64.0,52813.0,443.0,0.003607
98,64.0,52813.0,443.0,1.2e-05
60,41.0,65162.0,63680.0,0.015471
60,41.0,65162.0,63680.0,1.2e-05
60,55.0,65162.0,53945.0,0.016902
60,55.0,65162.0,53945.0,1.4e-05
98,64.0,52813.0,443.0,0.006699
98,64.0,52813.0,443.0,1.1e-05
60,42.0,65162.0,28022.0,0.000802
60,42.0,65162.0,28022.0,9e-06
60,47.0,65162.0,24068.0,0.013086
60,47.0,65162.0,24068.0,1.2e-05
60,54.0,65162.0,13344.0,0.00739
60,54.0,65162.0,13344.0,9e-06
60,57.0,65162.0,24786.0,0.008287
60,57.0,65162.0,24786.0,1.1e-05
60,55.0,65164.0,24786.0,0.007527
60,55.0,65164.0,24786.0,1e-05
98,64.0,52813.0,443.0,0.026281
98,64.0,52813.0,443.0,1.1e-05
60,47.0,65164.0,13344.0,0.016859
60,47.0,65164.0,13344.0,1.2e-05
98,64.0,52813.0,443.0,0.006283
98,64.0,52813.0,443.0,1.3e-05
98,64.0,52813.0,443.0,0.017645
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.01631
98,64.0,52813.0,443.0,1.1e-05
60,58.0,65164.0,24068.0,0.006578
60,58.0,65164.0,24068.0,1.1e-05
98,64.0,52813.0,443.0,0.019651
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.017441
98,64.0,52813.0,443.0,1.2e-05
60,52.0,65164.0,28022.0,0.009812
60,52.0,65164.0,28022.0,1.1e-05
98,64.0,52813.0,443.0,0.014561
98,64.0,52813.0,443.0,1.3e-05
60,45.0,65164.0,53945.0,0.01322
60,45.0,65164.0,53945.0,1.2e-05
98,64.0,52813.0,443.0,0.007139
98,64.0,52813.0,443.0,1.2e-05
173,128.0,54698.0,443.0,0.012431
173,128.0,54698.0,443.0,1.5e-05
1466,128.0,54698.0,443.0,0.000258
1466,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,0.0
287,128.0,54698.0,443.0,0.0
1466,128.0,54698.0,443.0,3.5e-05
1466,128.0,54698.0,443.0,1.8e-05
1466,128.0,54698.0,443.0,1.6e-05
1466,128.0,54698.0,443.0,1.5e-05
1466,128.0,54698.0,443.0,6.8e-05
1466,128.0,54698.0,443.0,1.4e-05
1466,128.0,54698.0,443.0,1.4e-05
1466,128.0,54698.0,443.0,1.3e-05
1466,128.0,54698.0,443.0,1.4e-05
287,128.0,54698.0,443.0,1.5e-05
173,127.0,54698.0,443.0,0.007593
173,127.0,54698.0,443.0,1.1e-05
1466,127.0,54698.0,443.0,0.001524
1466,127.0,54698.0,443.0,9e-06
1466,127.0,54698.0,443.0,0.000102
1466,127.0,54698.0,443.0,6e-06
1466,127.0,54698.0,443.0,5.7e-05
1466,127.0,54698.0,443.0,5e-06
1466,127.0,54698.0,443.0,5.6e-05
1466,127.0,54698.0,443.0,6e-06
1466,127.0,54698.0,443.0,5.4e-05
1466,127.0,54698.0,443.0,6e-06
1466,127.0,54698.0,443.0,6.6e-05
1466,127.0,54698.0,443.0,1e-05
1466,127.0,54698.0,443.0,6.5e-05
1466,127.0,54698.0,443.0,6e-06
1466,127.0,54698.0,443.0,6.5e-05
1466,127.0,54698.0,443.0,6e-06
1466,127.0,54698.0,443.0,6.7e-05
1466,127.0,54698.0,443.0,6e-06
287,127.0,54698.0,443.0,7.4e-05
287,127.0,54698.0,443.0,7e-06
98,64.0,52813.0,443.0,0.003443
98,64.0,52813.0,443.0,1.1e-05
60,47.0,65164.0,63680.0,0.00857
60,47.0,65164.0,63680.0,2e-05
98,64.0,52813.0,443.0,0.004309
98,64.0,52813.0,443.0,1.2e-05
60,40.0,65164.0,65470.0,0.014507
60,40.0,65164.0,65470.0,1.1e-05
98,64.0,52813.0,443.0,0.000362
98,64.0,52813.0,443.0,8e-06
98,64.0,52813.0,443.0,0.017912
98,64.0,52813.0,443.0,1.1e-05
60,39.0,65164.0,18236.0,0.010099
60,39.0,65164.0,18236.0,1.1e-05
98,64.0,52813.0,443.0,0.014405
98,64.0,52813.0,443.0,1.2e-05
60,106.0,52813.0,443.0,0.010005
60,106.0,52813.0,443.0,1e-05
60,106.0,52813.0,443.0,0.007808
98,64.0,52813.0,443.0,0.012582
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.015128
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.040775
98,64.0,52813.0,443.0,1.1e-05
60,41.0,65164.0,49310.0,0.001006
60,41.0,65164.0,49310.0,9e-06
98,64.0,52813.0,443.0,0.020881
98,64.0,52813.0,443.0,1.1e-05
60,56.0,65164.0,15204.0,0.016879
60,56.0,65164.0,15204.0,1.4e-05
98,64.0,52813.0,443.0,0.018947
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.026371
98,64.0,52813.0,443.0,1.1e-05
60,42.0,65162.0,6805.0,0.011682
60,42.0,65162.0,6805.0,1.5e-05
60,103.0,443.0,54698.0,0.010051
60,103.0,443.0,54698.0,0.001589
60,103.0,443.0,54698.0,0.001276
60,103.0,443.0,54698.0,0.0
60,103.0,443.0,54698.0,0.00099
60,102.0,443.0,54698.0,0.000568
60,102.0,443.0,54698.0,1e-05
98,64.0,52813.0,443.0,0.000109
98,64.0,52813.0,443.0,6e-06
60,102.0,443.0,54698.0,0.000457
60,102.0,443.0,54698.0,6e-06
60,102.0,443.0,54698.0,0.000106
60,102.0,443.0,54698.0,6e-06
60,102.0,443.0,54698.0,0.00021
60,102.0,443.0,54698.0,6e-06
60,102.0,443.0,54698.0,9.5e-05
60,102.0,443.0,54698.0,5e-06
66,103.0,443.0,54698.0,0.002542
66,103.0,443.0,54698.0,0.002213
66,103.0,443.0,54698.0,0.006115
66,103.0,443.0,54698.0,0.0
66,103.0,443.0,54698.0,0.0
66,103.0,443.0,54698.0,0.0
66,103.0,443.0,54698.0,0.0
66,103.0,443.0,54698.0,0.0
66,103.0,443.0,54698.0,0.0
66,103.0,443.0,54698.0,0.000281
66,103.0,443.0,54698.0,0.0
148,103.0,443.0,54698.0,0.0023
66,102.0,443.0,54698.0,0.002764
66,102.0,443.0,54698.0,1.1e-05
54,128.0,54698.0,443.0,5.7e-05
54,128.0,54698.0,443.0,8e-06
66,102.0,443.0,54698.0,0.000481
66,102.0,443.0,54698.0,9e-06
54,128.0,54698.0,443.0,4.8e-05
54,128.0,54698.0,443.0,9e-06
66,102.0,443.0,54698.0,0.000436
66,102.0,443.0,54698.0,9e-06
54,128.0,54698.0,443.0,4.6e-05
54,128.0,54698.0,443.0,9e-06
66,102.0,443.0,54698.0,0.000198
66,102.0,443.0,54698.0,7e-06
54,128.0,54698.0,443.0,3.6e-05
54,128.0,54698.0,443.0,7e-06
66,102.0,443.0,54698.0,0.000162
66,102.0,443.0,54698.0,7e-06
54,128.0,54698.0,443.0,3.4e-05
54,128.0,54698.0,443.0,8e-06
66,102.0,443.0,54698.0,0.000159
66,102.0,443.0,54698.0,7e-06
54,128.0,54698.0,443.0,3.3e-05
54,128.0,54698.0,443.0,7e-06
66,102.0,443.0,54698.0,0.000263
66,102.0,443.0,54698.0,7e-06
54,128.0,54698.0,443.0,4.5e-05
54,128.0,54698.0,443.0,7e-06
66,102.0,443.0,54698.0,0.000178
66,102.0,443.0,54698.0,7e-06
54,128.0,54698.0,443.0,4.7e-05
54,128.0,54698.0,443.0,8e-06
66,102.0,443.0,54698.0,0.000201
66,102.0,443.0,54698.0,6e-06
54,128.0,54698.0,443.0,3.3e-05
54,128.0,54698.0,443.0,7e-06
66,102.0,443.0,54698.0,0.000156
66,102.0,443.0,54698.0,7e-06
54,128.0,54698.0,443.0,3e-05
54,128.0,54698.0,443.0,7e-06
66,102.0,443.0,54698.0,0.00015
66,102.0,443.0,54698.0,7e-06
54,128.0,54698.0,443.0,2.9e-05
54,128.0,54698.0,443.0,7e-06
148,102.0,443.0,54698.0,0.00014
148,102.0,443.0,54698.0,7e-06
66,128.0,54698.0,443.0,3.1e-05
66,128.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000187
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000121
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.00012
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000118
60,127.0,54698.0,443.0,7e-06
60,127.0,54698.0,443.0,0.000156
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000145
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000115
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000117
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000115
60,127.0,54698.0,443.0,5e-06
60,127.0,54698.0,443.0,0.000124
60,127.0,54698.0,443.0,6e-06
60,127.0,54698.0,443.0,0.000119
60,127.0,54698.0,443.0,6e-06
66,127.0,54698.0,443.0,0.000115
66,127.0,54698.0,443.0,6e-06
98,64.0,52813.0,443.0,0.008276
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.022217
98,64.0,52813.0,443.0,1.1e-05
60,42.0,65162.0,32503.0,0.002293
60,42.0,65162.0,32503.0,1.1e-05
98,64.0,52813.0,443.0,0.026789
98,64.0,52813.0,443.0,1.4e-05
98,64.0,52813.0,443.0,0.028759
98,64.0,52813.0,443.0,1.1e-05
60,39.0,65162.0,31202.0,0.087074
60,39.0,65162.0,31202.0,3.9e-05
98,64.0,52813.0,443.0,0.010245
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.02814
98,64.0,52813.0,443.0,1.2e-05
60,42.0,65162.0,21611.0,0.05493
60,42.0,65162.0,21611.0,1.3e-05
60,37.0,65162.0,12870.0,0.026033
60,37.0,65162.0,12870.0,1.2e-05
60,39.0,65162.0,21306.0,0.010571
60,39.0,65162.0,21306.0,1.2e-05
98,64.0,52813.0,443.0,0.009623
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.010658
98,64.0,52813.0,443.0,1.2e-05
60,42.0,65162.0,62647.0,0.028907
60,42.0,65162.0,62647.0,1.5e-05
98,64.0,52813.0,443.0,0.002699
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.017283
98,64.0,52813.0,443.0,3.1e-05
60,40.0,65162.0,6259.0,0.004869
60,40.0,65162.0,6259.0,1.2e-05
60,42.0,65162.0,34552.0,0.024739
60,42.0,65162.0,34552.0,2e-05
98,64.0,52813.0,443.0,0.040536
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.005946
98,64.0,52813.0,443.0,1.1e-05
60,40.0,65162.0,30971.0,0.008849
60,40.0,65162.0,30971.0,1.3e-05
98,64.0,52813.0,443.0,0.015946
98,64.0,52813.0,443.0,1.1e-05
103,255.0,52813.0,443.0,0.035369
98,64.0,52813.0,443.0,0.026064
98,64.0,52813.0,443.0,1.4e-05
60,64.0,1270.0,80.0,0.001466
60,64.0,1270.0,80.0,1e-05
98,64.0,52813.0,443.0,0.027497
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.031882
98,64.0,52813.0,443.0,1.1e-05
60,64.0,1272.0,80.0,0.004536
60,64.0,1272.0,80.0,1.2e-05
98,64.0,52813.0,443.0,0.009409
98,64.0,52813.0,443.0,1.2e-05
60,64.0,1273.0,80.0,0.011164
60,64.0,1273.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.02956
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.080505
98,64.0,52813.0,443.0,1.3e-05
78,106.0,52813.0,443.0,0.061129
98,64.0,52813.0,443.0,0.005778
98,64.0,52813.0,443.0,1.9e-05
60,64.0,1274.0,80.0,0.008074
60,64.0,1274.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.027655
98,64.0,52813.0,443.0,1.9e-05
60,64.0,1275.0,80.0,0.016726
60,64.0,1275.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.01177
98,64.0,52813.0,443.0,1.9e-05
60,64.0,1276.0,80.0,0.043252
60,64.0,1276.0,80.0,1.1e-05
60,64.0,1277.0,80.0,0.019266
60,64.0,1277.0,80.0,1.2e-05
98,64.0,52813.0,443.0,0.001954
98,64.0,52813.0,443.0,9e-06
60,64.0,1278.0,80.0,0.042135
60,64.0,1278.0,80.0,1.1e-05
60,64.0,1279.0,80.0,0.012477
60,64.0,1279.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.0146
98,64.0,52813.0,443.0,1.1e-05
60,64.0,1280.0,80.0,0.00765
60,64.0,1280.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.012251
98,64.0,52813.0,443.0,1.1e-05
60,106.0,52813.0,443.0,0.005412
98,64.0,52813.0,443.0,0.026648
98,64.0,52813.0,443.0,1.1e-05
60,64.0,1281.0,80.0,0.011145
60,64.0,1281.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.019476
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.027577
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.03738
98,64.0,52813.0,443.0,1.3e-05
60,64.0,1282.0,80.0,0.023635
60,64.0,1282.0,80.0,1.2e-05
98,64.0,52813.0,443.0,0.007538
98,64.0,52813.0,443.0,1e-05
60,64.0,1283.0,80.0,0.001781
60,64.0,1283.0,80.0,1e-05
98,64.0,52813.0,443.0,0.024774
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.020295
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.012531
98,64.0,52813.0,443.0,1.3e-05
60,64.0,1284.0,80.0,0.023437
60,64.0,1284.0,80.0,1.2e-05
98,64.0,52813.0,443.0,0.000693
98,64.0,52813.0,443.0,8e-06
98,64.0,52813.0,443.0,0.021306
98,64.0,52813.0,443.0,1.3e-05
60,64.0,1285.0,80.0,0.002
60,64.0,1285.0,80.0,1e-05
98,64.0,52813.0,443.0,0.021947
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.010552
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.028377
98,64.0,52813.0,443.0,1.1e-05
60,64.0,1286.0,80.0,0.010367
60,64.0,1286.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.008133
98,64.0,52813.0,443.0,1e-05
98,64.0,52813.0,443.0,0.025724
98,64.0,52813.0,443.0,1.3e-05
60,64.0,1287.0,80.0,0.012271
60,64.0,1287.0,80.0,2.4e-05
98,64.0,52813.0,443.0,0.007136
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.031237
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.026318
98,64.0,52813.0,443.0,1.1e-05
60,64.0,1288.0,80.0,0.004332
60,64.0,1288.0,80.0,1.5e-05
98,64.0,52813.0,443.0,0.018055
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.017261
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.016392
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.041657
98,64.0,52813.0,443.0,1.2e-05
60,64.0,1289.0,80.0,0.000819
60,64.0,1289.0,80.0,9e-06
98,64.0,52813.0,443.0,0.043519
98,64.0,52813.0,443.0,1.2e-05
60,64.0,1290.0,80.0,0.070805
60,64.0,1290.0,80.0,1.3e-05
98,64.0,52813.0,443.0,0.000251
98,64.0,52813.0,443.0,7e-06
60,64.0,1291.0,80.0,0.013867
60,64.0,1291.0,80.0,1.1e-05
60,64.0,1292.0,80.0,0.011681
60,64.0,1292.0,80.0,1.2e-05
98,64.0,52813.0,443.0,0.024194
98,64.0,52813.0,443.0,1.3e-05
98,64.0,52813.0,443.0,0.032907
98,64.0,52813.0,443.0,1.2e-05
98,64.0,52813.0,443.0,0.016689
98,64.0,52813.0,443.0,1.3e-05
60,64.0,1293.0,80.0,0.019948
60,64.0,1293.0,80.0,1.3e-05
98,64.0,52813.0,443.0,0.001996
98,64.0,52813.0,443.0,1.1e-05
98,64.0,52813.0,443.0,0.037719
98,64.0,52813.0,443.0,1.1e-05
55,128.0,54692.0,443.0,0.016157
55,128.0,54692.0,443.0,1.9e-05
60,62.0,443.0,54699.0,0.00503
70,106.0,52813.0,443.0,0.0
118,106.0,52813.0,443.0,0.0
78,106.0,52813.0,443.0,0.0
78,106.0,52813.0,443.0,0.0
54,128.0,54699.0,443.0,8.7e-05
54,128.0,54699.0,443.0,9e-06
110,106.0,52813.0,443.0,0.015361
98,64.0,52813.0,443.0,0.005143
98,64.0,52813.0,443.0,1.1e-05
60,127.0,54692.0,443.0,0.013944
60,127.0,54692.0,443.0,1.2e-05
60,61.0,443.0,54699.0,0.000137
60,61.0,443.0,54699.0,6e-06
54,128.0,54699.0,443.0,4.8e-05
54,128.0,54699.0,443.0,8e-06
60,127.0,54699.0,443.0,8e-05
60,127.0,54699.0,443.0,6e-06
60,127.0,54699.0,443.0,0.000838
60,127.0,54699.0,443.0,9e-06
60,64.0,1294.0,80.0,0.002699
60,64.0,1294.0,80.0,1.1e-05
98,64.0,52813.0,443.0,0.014508
98,64.0,52813.0,443.0,1.5e-05
98,64.0,52813.0,443.0,0.035548
98,64.0,52813.0,443.0,1.1e-05
60,64.0,1295.0,80.0,0.001546
60,64.0,1295.0,80.0,1.1e-05
60,64.0,1296.0,80.0,0.010373
60,64.0,1296.0,80.0,1.2e-05
66,113.0,443.0,54692.0,0.003813
66,112.0,443.0,54692.0,0.000542
66,112.0,443.0,54692.0,1.2e-05
98,64.0,52813.0,443.0,0.001045
