frame.number,frame.time,wlan_radio.signal_db,wlan_radio.channel,wlan.ssid,_ws.col.protocol,ip.ttl,wlan.bssid,wlan.sa,wlan.ta,wlan.ra,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,_ws.col.info,frame.len,frame.time_delta_displayed,ppi_gps.lat,ppi_gps.lon,"ppi_gps.alt "
1258,"Mar 14, 2025 13:39:28.280656003 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.010556948,,,""
1259,"Mar 14, 2025 13:39:28.280665821 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000009818,,,""
1260,"Mar 14, 2025 13:39:28.281270073 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000604252,,,""
1261,"Mar 14, 2025 13:39:28.281278061 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007988,,,""
1262,"Mar 14, 2025 13:39:28.284495002 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=1123, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.003216941,,,""
1263,"Mar 14, 2025 13:39:28.287494909 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,74:c1:7d:ba:22:a2,74:c1:7d:ba:22:a2,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=1312, FN=0, Flags=.......T",50,0.002999907,,,""
1264,"Mar 14, 2025 13:39:28.287935509 Pakistan Standard Time",,1,,802.11,,,,,74:c1:7d:ba:22:a2,,,,,,,"Acknowledgement, Flags=........",36,0.000440600,,,""
1265,"Mar 14, 2025 13:39:28.288201346 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,74:c1:7d:ba:22:a2,,,,,,,"Request-to-send, Flags=........",42,0.000265837,,,""
1266,"Mar 14, 2025 13:39:28.288219050 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,74:c1:7d:ba:22:a2,,,,,,,"Request-to-send, Flags=........",42,0.000017704,,,""
1267,"Mar 14, 2025 13:39:28.288225538 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,48:8e:ef:b4:10:08,74:c1:7d:ba:22:a2,74:c1:7d:ba:22:a2,,,,,,"QoS Data, SN=708, FN=0, Flags=.p....F.",131,0.000006488,,,""
1268,"Mar 14, 2025 13:39:28.292814402 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1111, FN=0, Flags=.p..R..T",153,0.004588864,,,""
1269,"Mar 14, 2025 13:39:28.293005584 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1111, FN=0, Flags=.p..R..T",153,0.000191182,,,""
1270,"Mar 14, 2025 13:39:28.293384040 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1111, FN=0, Flags=.p..R..T",153,0.000378456,,,""
1271,"Mar 14, 2025 13:39:28.294446424 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001062384,,,""
1272,"Mar 14, 2025 13:39:28.294452629 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000006205,,,""
1273,"Mar 14, 2025 13:39:28.294455671 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000003042,,,""
1274,"Mar 14, 2025 13:39:28.294458548 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000002877,,,""
1275,"Mar 14, 2025 13:39:28.296931229 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1112, FN=0, Flags=.p..R..T",153,0.002472681,,,""
1276,"Mar 14, 2025 13:39:28.296939907 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1112, FN=0, Flags=.p..R..T",153,0.000008678,,,""
1277,"Mar 14, 2025 13:39:28.297117005 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1112, FN=0, Flags=.p..R..T",153,0.000177098,,,""
1278,"Mar 14, 2025 13:39:28.297362256 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1112, FN=0, Flags=.p..R..T",153,0.000245251,,,""
1279,"Mar 14, 2025 13:39:28.303537842 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.006175586,,,""
1280,"Mar 14, 2025 13:39:28.303544969 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007127,,,""
1281,"Mar 14, 2025 13:39:28.303850622 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000305653,,,""
1282,"Mar 14, 2025 13:39:28.303856301 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005679,,,""
1283,"Mar 14, 2025 13:39:28.307778128 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1114, FN=0, Flags=.p..R..T",668,0.003921827,,,""
1284,"Mar 14, 2025 13:39:28.308219163 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1114, FN=0, Flags=.p..R..T",668,0.000441035,,,""
1285,"Mar 14, 2025 13:39:28.308587660 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1114, FN=0, Flags=.p..R..T",668,0.000368497,,,""
1286,"Mar 14, 2025 13:39:28.309220254 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1114, FN=0, Flags=.p..R..T",668,0.000632594,,,""
1287,"Mar 14, 2025 13:39:28.311217994 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.001997740,,,""
1288,"Mar 14, 2025 13:39:28.314740079 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.003522085,,,""
1289,"Mar 14, 2025 13:39:28.314747470 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007391,,,""
1290,"Mar 14, 2025 13:39:28.315644038 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000896568,,,""
1291,"Mar 14, 2025 13:39:28.315653745 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000009707,,,""
1292,"Mar 14, 2025 13:39:28.318558479 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.002904734,,,""
1293,"Mar 14, 2025 13:39:28.318567274 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008795,,,""
1294,"Mar 14, 2025 13:39:28.319205636 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000638362,,,""
1295,"Mar 14, 2025 13:39:28.319213966 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008330,,,""
1296,"Mar 14, 2025 13:39:28.319855770 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000641804,,,""
1297,"Mar 14, 2025 13:39:28.319862439 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000006669,,,""
1298,"Mar 14, 2025 13:39:28.320630927 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000768488,,,""
1299,"Mar 14, 2025 13:39:28.320637594 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000006667,,,""
1300,"Mar 14, 2025 13:39:28.321999217 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.001361623,,,""
1301,"Mar 14, 2025 13:39:28.322006033 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Clear-to-send, Flags=........",36,0.000006816,,,""
1302,"Mar 14, 2025 13:39:28.326607997 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.004601964,,,""
1303,"Mar 14, 2025 13:39:28.326615171 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007174,,,""
1304,"Mar 14, 2025 13:39:28.330860685 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,74:c1:7d:ba:22:a2,74:c1:7d:ba:22:a2,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=1313, FN=0, Flags=...P...T",50,0.004245514,,,""
1305,"Mar 14, 2025 13:39:28.331347220 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000486535,,,""
1306,"Mar 14, 2025 13:39:28.333250125 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001902905,,,""
1307,"Mar 14, 2025 13:39:28.333256108 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005983,,,""
1308,"Mar 14, 2025 13:39:28.343521745 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.010265637,,,""
1309,"Mar 14, 2025 13:39:28.343531037 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000009292,,,""
1310,"Mar 14, 2025 13:39:28.345310901 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001779864,,,""
1311,"Mar 14, 2025 13:39:28.345319396 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008495,,,""
1312,"Mar 14, 2025 13:39:28.345323313 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000003917,,,""
1313,"Mar 14, 2025 13:39:28.345326643 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000003330,,,""
1314,"Mar 14, 2025 13:39:28.345994071 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000667428,,,""
1315,"Mar 14, 2025 13:39:28.346001627 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007556,,,""
1316,"Mar 14, 2025 13:39:28.349758471 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=780, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.003756844,,,""
1317,"Mar 14, 2025 13:39:28.354475160 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=826, FN=0, Flags=.......T",50,0.004716689,,,""
1318,"Mar 14, 2025 13:39:28.354885840 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000410680,,,""
1319,"Mar 14, 2025 13:39:28.375660286 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.020774446,,,""
1320,"Mar 14, 2025 13:39:28.375670935 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000010649,,,""
1321,"Mar 14, 2025 13:39:28.376251909 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000580974,,,""
1322,"Mar 14, 2025 13:39:28.376259588 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007679,,,""
1323,"Mar 14, 2025 13:39:28.382381459 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.006121871,,,""
1324,"Mar 14, 2025 13:39:28.382390267 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008808,,,""
1325,"Mar 14, 2025 13:39:28.384861764 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=1124, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.002471497,,,""
1326,"Mar 14, 2025 13:39:28.386724607 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,82:a3:fb:8b:c0:d1,48:8e:ef:b4:10:08,01:00:5e:00:00:fb,01:00:5e:00:00:fb,,,,,,"Data, SN=1125, FN=0, Flags=.pm...F.",183,0.001862843,,,""
1327,"Mar 14, 2025 13:39:28.388477019 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,82:a3:fb:8b:c0:d1,48:8e:ef:b4:10:08,33:33:00:00:00:fb,33:33:00:00:00:fb,,,,,,"Data, SN=1126, FN=0, Flags=.p....F.",203,0.001752412,,,""
1328,"Mar 14, 2025 13:39:28.396635570 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.008158551,,,""
1329,"Mar 14, 2025 13:39:28.396642867 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007297,,,""
1330,"Mar 14, 2025 13:39:28.403737500 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3053, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.007094633,,,""
1331,"Mar 14, 2025 13:39:28.405979397 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1138, FN=0, Flags=.p..R..T",215,0.002241897,,,""
1332,"Mar 14, 2025 13:39:28.409098574 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.003119177,,,""
1333,"Mar 14, 2025 13:39:28.409104196 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005622,,,""
1334,"Mar 14, 2025 13:39:28.409725875 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000621679,,,""
1335,"Mar 14, 2025 13:39:28.409731569 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005694,,,""
1336,"Mar 14, 2025 13:39:28.418622832 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.008891263,,,""
1337,"Mar 14, 2025 13:39:28.418629334 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000006502,,,""
1338,"Mar 14, 2025 13:39:28.424241714 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.005612380,,,""
1339,"Mar 14, 2025 13:39:28.424247969 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000006255,,,""
1340,"Mar 14, 2025 13:39:28.428362800 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.004114831,,,""
1341,"Mar 14, 2025 13:39:28.428370953 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008153,,,""
1342,"Mar 14, 2025 13:39:28.428848819 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000477866,,,""
1343,"Mar 14, 2025 13:39:28.433369926 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1144, FN=0, Flags=.p..R..T",156,0.004521107,,,""
1344,"Mar 14, 2025 13:39:28.434985180 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1144, FN=0, Flags=.p..R..T",156,0.001615254,,,""
1345,"Mar 14, 2025 13:39:28.435359821 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1144, FN=0, Flags=.p..R..T",153,0.000374641,,,""
1346,"Mar 14, 2025 13:39:28.436582153 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1144, FN=0, Flags=.p..R..T",156,0.001222332,,,""
1347,"Mar 14, 2025 13:39:28.438207485 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.001625332,,,""
1348,"Mar 14, 2025 13:39:28.438214819 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=1144, FN=0, Flags=.p..R..T",156,0.000007334,,,""
1349,"Mar 14, 2025 13:39:28.438465579 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000250760,,,""
1350,"Mar 14, 2025 13:39:28.438470994 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005415,,,""
1351,"Mar 14, 2025 13:39:28.439722658 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001251664,,,""
1352,"Mar 14, 2025 13:39:28.439729479 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000006821,,,""
1353,"Mar 14, 2025 13:39:28.441580836 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001851357,,,""
1354,"Mar 14, 2025 13:39:28.441586459 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005623,,,""
1355,"Mar 14, 2025 13:39:28.442237639 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000651180,,,""
1356,"Mar 14, 2025 13:39:28.442242969 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005330,,,""
1357,"Mar 14, 2025 13:39:28.443448955 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001205986,,,""
1358,"Mar 14, 2025 13:39:28.443456551 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007596,,,""
1359,"Mar 14, 2025 13:39:28.449245392 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=781, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.005788841,,,""
1360,"Mar 14, 2025 13:39:28.450730952 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,01:00:5e:00:00:fb,01:00:5e:00:00:fb,,,,,,"Data, SN=2109, FN=0, Flags=.p....F.",179,0.001485560,,,""
1361,"Mar 14, 2025 13:39:28.454269870 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.003538918,,,""
1362,"Mar 14, 2025 13:39:28.454278365 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008495,,,""
1363,"Mar 14, 2025 13:39:28.454871426 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000593061,,,""
1364,"Mar 14, 2025 13:39:28.454877161 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000005735,,,""
1365,"Mar 14, 2025 13:39:28.474764370 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.019887209,,,""
1366,"Mar 14, 2025 13:39:28.474771799 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007429,,,""
1367,"Mar 14, 2025 13:39:28.475713119 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000941320,,,""
1368,"Mar 14, 2025 13:39:28.475720140 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007021,,,""
1369,"Mar 14, 2025 13:39:28.485609697 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=1127, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.009889557,,,""
1370,"Mar 14, 2025 13:39:28.486327619 Pakistan Standard Time",,1,,802.11,,,,,f6:46:ab:78:83:37,,,,,,,"Acknowledgement, Flags=........",36,0.000717922,,,""
1371,"Mar 14, 2025 13:39:28.489252376 Pakistan Standard Time",,1,,802.11,,,,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,,,,,,,"Request-to-send, Flags=........",42,0.002924757,,,""
1372,"Mar 14, 2025 13:39:28.489480449 Pakistan Standard Time",,1,,802.11,,,,,f6:46:ab:78:83:37,,,,,,,"Clear-to-send, Flags=........",36,0.000228073,,,""
1373,"Mar 14, 2025 13:39:28.490979337 Pakistan Standard Time",,1,,802.11,,,,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,,,,,,,"Request-to-send, Flags=........",42,0.001498888,,,""
