frame.number,frame.time,wlan_radio.signal_db,wlan_radio.channel,wlan.ssid,_ws.col.protocol,ip.ttl,wlan.bssid,wlan.sa,wlan.ta,wlan.ra,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,_ws.col.info,frame.len,frame.time_delta_displayed,ppi_gps.lat,ppi_gps.lon,"ppi_gps.alt "
1630,"Mar 14, 2025 13:32:55.994540006 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000329226,,,""
1631,"Mar 14, 2025 13:32:56.053469845 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=400, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.058929839,,,""
1632,"Mar 14, 2025 13:32:56.076442250 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.022972405,,,""
1633,"Mar 14, 2025 13:32:56.113429826 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=392, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.036987576,,,""
1634,"Mar 14, 2025 13:32:56.155837981 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=401, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.042408155,,,""
1635,"Mar 14, 2025 13:32:56.217063337 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.061225356,,,""
1636,"Mar 14, 2025 13:32:56.217611425 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,4c:eb:bd:07:f4:b1,,,,,,,"Request-to-send, Flags=........",42,0.000548088,,,""
1637,"Mar 14, 2025 13:32:56.258241558 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=402, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.040630133,,,""
1638,"Mar 14, 2025 13:32:56.313461251 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=394, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.055219693,,,""
1639,"Mar 14, 2025 13:32:56.315817552 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3320, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.002356301,,,""
1640,"Mar 14, 2025 13:32:56.360728980 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=403, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.044911428,,,""
1641,"Mar 14, 2025 13:32:56.413328915 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=395, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.052599935,,,""
1642,"Mar 14, 2025 13:32:56.418182620 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3321, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.004853705,,,""
1643,"Mar 14, 2025 13:32:56.463071878 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=404, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.044889258,,,""
1644,"Mar 14, 2025 13:32:56.513739533 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=396, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.050667655,,,""
1645,"Mar 14, 2025 13:32:56.565488375 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=405, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.051748842,,,""
1646,"Mar 14, 2025 13:32:56.620138308 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.054649933,,,""
1647,"Mar 14, 2025 13:32:56.717843266 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.097704958,,,""
1648,"Mar 14, 2025 13:32:56.718945143 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.001101877,,,""
1649,"Mar 14, 2025 13:32:56.718952357 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,4c:eb:bd:07:f4:b1,,,,,,,"Request-to-send, Flags=........",42,0.000007214,,,""
1650,"Mar 14, 2025 13:32:56.770247206 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=407, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.051294849,,,""
1651,"Mar 14, 2025 13:32:56.814709321 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=399, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.044462115,,,""
1652,"Mar 14, 2025 13:32:56.872895739 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=408, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.058186418,,,""
1653,"Mar 14, 2025 13:32:56.874423173 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=180, FN=0, Flags=.......T",50,0.001527434,,,""
1654,"Mar 14, 2025 13:32:56.874790274 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000367101,,,""
1655,"Mar 14, 2025 13:32:56.975119193 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=409, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.100328919,,,""
1656,"Mar 14, 2025 13:32:57.015456668 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=401, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.040337475,,,""
1657,"Mar 14, 2025 13:32:57.032563833 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3327, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.017107165,,,""
1658,"Mar 14, 2025 13:32:57.077446211 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=410, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.044882378,,,""
1659,"Mar 14, 2025 13:32:57.179833539 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=411, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.102387328,,,""
1660,"Mar 14, 2025 13:32:57.216251529 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=403, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.036417990,,,""
1661,"Mar 14, 2025 13:32:57.282517487 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=412, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.066265958,,,""
1662,"Mar 14, 2025 13:32:57.385042566 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=413, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.102525079,,,""
1663,"Mar 14, 2025 13:32:57.419320954 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=405, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.034278388,,,""
1664,"Mar 14, 2025 13:32:57.478461904 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.059140950,,,""
1665,"Mar 14, 2025 13:32:57.487075547 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=414, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.008613643,,,""
1666,"Mar 14, 2025 13:32:57.589463250 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=415, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.102387703,,,""
1667,"Mar 14, 2025 13:32:57.646969356 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3333, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.057506106,,,""
1668,"Mar 14, 2025 13:32:57.794208728 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=417, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.147239372,,,""
1669,"Mar 14, 2025 13:32:57.896745704 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=418, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.102536976,,,""
1670,"Mar 14, 2025 13:32:57.954887049 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3336, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.058141345,,,""
1671,"Mar 14, 2025 13:32:57.956939075 Pakistan Standard Time",,1,53971104,802.11,,ff:ff:ff:ff:ff:ff,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Probe Request, SN=1802, FN=0, Flags=........, SSID=""53971104""",88,0.002052026,,,""
1672,"Mar 14, 2025 13:32:57.957668162 Pakistan Standard Time",,1,<MISSING>,802.11,,ff:ff:ff:ff:ff:ff,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Probe Request, SN=1803, FN=0, Flags=........, SSID=Wildcard (Broadcast)",80,0.000729087,,,""
1673,"Mar 14, 2025 13:32:57.959790793 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,,,,,,"Probe Response, SN=412, FN=0, Flags=........, BI=98, SSID=""Abh Main""",264,0.002122631,,,""
1674,"Mar 14, 2025 13:32:57.960014517 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Acknowledgement, Flags=........",36,0.000223724,,,""
1675,"Mar 14, 2025 13:32:57.999116925 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=419, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.039102408,,,""
1676,"Mar 14, 2025 13:32:58.056610384 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3337, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.057493459,,,""
1677,"Mar 14, 2025 13:32:58.063982964 Pakistan Standard Time",,1,53971104,802.11,,ff:ff:ff:ff:ff:ff,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Probe Request, SN=1804, FN=0, Flags=........, SSID=""53971104""",88,0.007372580,,,""
1678,"Mar 14, 2025 13:32:58.064723980 Pakistan Standard Time",,1,<MISSING>,802.11,,ff:ff:ff:ff:ff:ff,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Probe Request, SN=1805, FN=0, Flags=........, SSID=Wildcard (Broadcast)",80,0.000741016,,,""
1679,"Mar 14, 2025 13:32:58.067797528 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,,,,,,"Probe Response, SN=420, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.003073548,,,""
1680,"Mar 14, 2025 13:32:58.073922361 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,,,,,,"Probe Response, SN=422, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.006124833,,,""
1681,"Mar 14, 2025 13:32:58.101493439 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=423, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.027571078,,,""
1682,"Mar 14, 2025 13:32:58.103694077 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=184, FN=0, Flags=.......T",50,0.002200638,,,""
1683,"Mar 14, 2025 13:32:58.104031781 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000337704,,,""
1684,"Mar 14, 2025 13:32:58.121459657 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"QoS Null function (No data), SN=1838, FN=0, Flags=.......T",52,0.017427876,,,""
1685,"Mar 14, 2025 13:32:58.121732477 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000272820,,,""
1686,"Mar 14, 2025 13:32:58.121740222 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000007745,,,""
1687,"Mar 14, 2025 13:32:58.121743620 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000003398,,,""
1688,"Mar 14, 2025 13:32:58.146465073 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=185, FN=0, Flags=...P...T",50,0.024721453,,,""
1689,"Mar 14, 2025 13:32:58.146686340 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000221267,,,""
1690,"Mar 14, 2025 13:32:58.164088349 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"QoS Null function (No data), SN=1839, FN=0, Flags=...P...T",52,0.017402009,,,""
1691,"Mar 14, 2025 13:32:58.164283850 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000195501,,,""
1692,"Mar 14, 2025 13:32:58.189045220 Pakistan Standard Time",,1,53971104,802.11,,ff:ff:ff:ff:ff:ff,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Probe Request, SN=1806, FN=0, Flags=........, SSID=""53971104""",88,0.024761370,,,""
1693,"Mar 14, 2025 13:32:58.189630889 Pakistan Standard Time",,1,<MISSING>,802.11,,ff:ff:ff:ff:ff:ff,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Probe Request, SN=1807, FN=0, Flags=........, SSID=Wildcard (Broadcast)",80,0.000585669,,,""
1694,"Mar 14, 2025 13:32:58.192922023 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,,,,,,"Probe Response, SN=424, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.003291134,,,""
1695,"Mar 14, 2025 13:32:58.193160641 Pakistan Standard Time",,1,,802.11,,,,,b0:4e:26:ec:47:62,,,,,,,"Acknowledgement, Flags=........",36,0.000238618,,,""
1696,"Mar 14, 2025 13:32:58.196686107 Pakistan Standard Time",,1,,802.11,,,,,b0:4e:26:ec:47:62,,,,,,,"Acknowledgement, Flags=........",36,0.003525466,,,""
1697,"Mar 14, 2025 13:32:58.203921904 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=427, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.007235797,,,""
1698,"Mar 14, 2025 13:32:58.261475512 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3339, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.057553608,,,""
1699,"Mar 14, 2025 13:32:58.281337192 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,,,,,,"Probe Response, SN=428, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.019861680,,,""
1700,"Mar 14, 2025 13:32:58.284300378 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,,,,,,"Probe Response, SN=429, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.002963186,,,""
1701,"Mar 14, 2025 13:32:58.287405976 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,52:a2:0c:a1:47:6d,52:a2:0c:a1:47:6d,,,,,,"Probe Response, SN=430, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.003105598,,,""
1702,"Mar 14, 2025 13:32:58.306209140 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=431, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.018803164,,,""
1703,"Mar 14, 2025 13:32:58.313979439 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=186, FN=0, Flags=.......T",50,0.007770299,,,""
1704,"Mar 14, 2025 13:32:58.314199697 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000220258,,,""
1705,"Mar 14, 2025 13:32:58.340619948 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,4c:eb:bd:07:f4:b1,,,,,,,"Request-to-send, Flags=........",42,0.026420251,,,""
1706,"Mar 14, 2025 13:32:58.356826276 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.016206328,,,""
1707,"Mar 14, 2025 13:32:58.363846244 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3340, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.007019968,,,""
1708,"Mar 14, 2025 13:32:58.408705870 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=432, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.044859626,,,""
1709,"Mar 14, 2025 13:32:58.420709155 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=417, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.012003285,,,""
1710,"Mar 14, 2025 13:32:58.466290558 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3341, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.045581403,,,""
1711,"Mar 14, 2025 13:32:58.511101795 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=433, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.044811237,,,""
1712,"Mar 14, 2025 13:32:58.639853615 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,4c:eb:bd:07:f4:b1,,,,,,,"Request-to-send, Flags=........",42,0.128751820,,,""
1713,"Mar 14, 2025 13:32:58.818304135 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=436, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.178450520,,,""
1714,"Mar 14, 2025 13:32:58.888357880 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,1a:ca:97:a6:3f:f2,1a:ca:97:a6:3f:f2,,,,,,"Probe Response, SN=437, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.070053745,,,""
